Title,Author,Rate
"An Evil Mind (Robert Hunter, #6)",Chris Carter,4.51
"Fear Me (Broken Love, #1)",B.B. Reid,3.91
The Little Mermaid,Hans Christian Andersen,3.98
The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,3.94
"Autumn (Seasonal, #1)",Ali Smith,3.70
Discourses and Selected Writings,Epictetus,4.43
"Love, Life, and the List (Love, Life, and the List, #1)",Kasie West,3.81
Hope: A Tragedy,Shalom Auslander,3.42
A Spark of Light,Jodi Picoult,3.71
"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz,3.79
In an Antique Land,Amitav Ghosh,3.84
"Tandia (The Power of One, #2)",Bryce Courtenay,4.07
"The Hot Kid (Carl Webster, #1)",Elmore Leonard,3.77
"The Murders in the Rue Morgue: The Dupin Tales (C. Auguste Dupin, #1-3)",Edgar Allan Poe,3.83
Lemony Snicket: The Unauthorized Autobiography,Lemony Snicket,3.74
The Nick Adams Stories,Ernest Hemingway,4.04
"On the Prowl (Alpha & Omega, #0.5)",Patricia Briggs,4.04
Asterios Polyp,David Mazzucchelli,4.20
Oleanna,David Mamet,3.60
Autumn in Paris,Ilana Tan,4.10
Backlash: The Undeclared War Against American Women,Susan Faludi,4.02
Seeing Redd,Frank Beddor,3.85
20th Century Ghosts,Joe Hill,3.95
"Endless Magic (Star-Crossed, #4)",Rachel Higginson,4.33
"A Fall of Water (Elemental Mysteries, #4)",Elizabeth   Hunter,4.35
The Art of Dreaming,Carlos Castaneda,3.97
"The High Queen (The Mists of Avalon, #2)",Marion Zimmer Bradley,4.14
"Horizon (The Soul Seekers, #4)",Alyson Noel,4.04
Every Last One,Anna Quindlen,3.86
حكايات فرغلي المستكاوي,حسن الجندي,3.57
The Prize,Julie Garwood,4.22
"SAMPLER ONLY: Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.50
A Head Full of Ghosts,Paul Tremblay,3.80
The Doll,Bolesław Prus,3.83
"Many Waters (Time Quintet, #4)",Madeleine L'Engle,3.96
The Little Vampire,Angela Sommer-Bodenburg,4.06
Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,4.15
La Part de l'autre,Éric-Emmanuel Schmitt,4.16
H.M.S. Surprise (Aubrey & Maturin #3),Patrick O'Brian,4.42
At Play in the Fields of the Lord,Peter Matthiessen,4.03
"Worth Dying For (Jack Reacher, #15)",Lee Child,4.21
Dr. Franklin's Island,Ann Halam,3.93
"Code (Virals, #3)",Kathy Reichs,4.24
"The Land (Logans, #1)",Mildred D. Taylor,4.18
"Taunting Destiny (The Fae Chronicles, #2)",Amelia Hutchins,4.33
"Cinder & Ella (Cinder & Ella, #1)",Kelly Oram,4.26
Pather Panchali: Song of the Road,Bibhutibhushan Bandyopadhyay,4.58
The Passenger,Lisa Lutz,3.73
"Tattered on My Sleeve (Lost Kings MC, #4)",Autumn Jones Lake,4.35
"Nerilka's Story (Pern, #8)",Anne McCaffrey,3.82
"Rapture of the Deep: Being an Account of the Further Adventures of Jacky Faber, Soldier, Sailor, Mermaid, Spy (Bloody Jack, #7)",L.A. Meyer,4.26
"Raising Dragons (Dragons in Our Midst, #1)",Bryan Davis,3.85
"Running with the Demon (Word & Void, #1)",Terry Brooks,3.97
The Coma,Alex Garland,3.38
"MeruPuri, Vol. 1 (MeruPuri, #1)",Matsuri Hino,4.11
The Complete Short Novels,Anton Chekhov,4.47
"Eye of the Oracle (Oracles of Fire, #1)",Bryan Davis,4.11
"Crown of Crystal Flame (Tairen Soul, #5)",C.L. Wilson,4.38
Close to Famous,Joan Bauer,4.03
Aylak Adam,Yusuf Atılgan,4.28
"Everbound (Everneath, #2)",Brodi Ashton,4.05
"Archangel's Blade (Guild Hunter, #4)",Nalini Singh,4.25
The Maze Runner Series  (The Maze Runner #0.4-3),James Dashner,4.23
Black Ice,Becca Fitzpatrick,3.87
"Gathering Darkness (Falling Kingdoms, #3)",Morgan Rhodes,4.24
"Ms. Marvel, Vol. 1: No Normal",G. Willow Wilson,4.11
"Sorcerer to the Crown (Sorcerer Royal, #1)",Zen Cho,3.74
The Last Dragon,Silvana De Mari,4.03
Tales of Edgar Allan Poe,Edgar Allan Poe,4.25
"Through the Dark (The Darkest Minds, #1.5, #2.5, #3.5)",Alexandra Bracken,4.29
The Conquest of Bread,Pyotr Kropotkin,4.10
"The Vanishing Stair (Truly Devious, #2)",Maureen Johnson,4.22
"Hideaway (Devil's Night, #2)",Penelope Douglas,4.11
Star of the Sea,Joseph O'Connor,3.84
"Paradise Lost (Private, #9)",Kate Brian,4.06
Shadow Country,Peter Matthiessen,4.06
"The Wake of the Lorelei Lee: Being an Account of the Adventures of Jacky Faber, on her Way to Botany Bay (Bloody Jack, #8)",L.A. Meyer,4.25
الفوائد,Ibn Qayyim al-Jawziyya,4.51
The Named,Marianne Curley,4.06
The Music of Chance,Paul Auster,3.91
"Ultima noapte de dragoste, întâia noapte de război",Camil Petrescu,3.61
"On the Edge of the Dark Sea of Darkness (The Wingfeather Saga, #1)",Andrew       Peterson,4.31
On the Shortness of Life,Seneca,4.19
Under Locke,Mariana Zapata,4.03
"From Baghdad, With Love: A Marine, the War, and a Dog Named Lava (Lava #1)",Jay Kopelman,4.10
Freedom or Death,Nikos Kazantzakis,4.23
The Shadow of the Sun,Ryszard Kapuściński,4.39
"Jerusalén (Caballo de Troya, #1)",J.J. Benítez,3.99
"Fantastic Beasts: The Crimes of Grindelwald ; The Original Screenplay (Fantastic Beasts: The Original Screenplay, #2)",J.K. Rowling,4.07
What Have You Done,Matthew Farrell,3.87
Montana Sky,Nora Roberts,4.08
"Tattoo (Tattoo, #1)",Jennifer Lynn Barnes,3.56
"Perfect Cover (The Squad, #1)",Jennifer Lynn Barnes,3.84
Demigods and Monsters: Your Favorite Authors on Rick Riordan's Percy Jackson and the Olympians Series,Rick Riordan,3.87
"SilverFin (Young Bond, #1)",Charlie Higson,3.83
"Love That Dog (Jack, #1)",Sharon Creech,4.03
Fables,Jean de La Fontaine,4.04
Mr. Midshipman Hornblower,C.S. Forester,4.16
"The Faerie Path (Faerie Path, #1)",Allan Frewin Jones,3.60
"Waking the Witch (Women of the Otherworld, #11)",Kelley Armstrong,4.17
"Dragon's Oath (House of Night Novellas, #1)",P.C. Cast,4.07
La fille de papier,Guillaume Musso,4.00
Once...,James Herbert,3.75
The Law of Attraction: The Basics of the Teachings of Abraham,Esther Hicks,4.09
"Bone, Vol. 2: The Great Cow Race (Bone, #2)",Jeff Smith,4.29
Lyrical Ballads,William Wordsworth,3.94
"Rock Chick Renegade (Rock Chick, #4)",Kristen Ashley,4.45
"Mees, kes teadis ussisõnu",Andrus Kivirähk,4.20
Does My Head Look Big in This?,Randa Abdel-Fattah,3.66
The Orenda,Joseph Boyden,4.22
"Goddess of Light (Goddess Summoning, #3)",P.C. Cast,4.04
Inside His Head: The Assistant Mini Book,Elle Brace,4.14
Be Still and Listen: Experience the Presence of God in Your Life,Amos Smith,4.36
"Capturing the Devil (Stalking Jack the Ripper, #4)",Kerri Maniscalco,4.24
"Talking to Dragons (Enchanted Forest Chronicles, #4)",Patricia C. Wrede,4.19
"The Witches of Karres (The Witches of Karres, #1)",James H. Schmitz,4.16
Falling Man,Don DeLillo,3.27
"Mississippi Jack: Being an Account of the Further Waterborne Adventures of Jacky Faber, Midshipman, Fine Lady, and Lily of the West (Bloody Jack, #5)",L.A. Meyer,4.20
Mother of Pearl,Melinda Haynes,3.69
Of Love and Shadows,Isabel Allende,3.98
Marie Antoinette: The Portrait of an Average Woman,Stefan Zweig,4.33
"The Goddess Hunt (Goddess Test, #1.5)",Aimee Carter,3.80
Diwan e Ghalib / دیوان غالب,Mirza Asadullah Khan Ghalib,4.43
"Ένα παιδί μετράει τ' άστρα (Τετραλογία του Μέλιου, #2)",Menelaos Lountemis,4.29
"Dominic (Slater Brothers, #1)",L.A. Casey,4.01
The Good Woman of Setzuan,Bertolt Brecht,3.68
"The Finisher (Vega Jane, #1)",David Baldacci,3.81
"The Empty City (Survivors, #1)",Erin Hunter,4.05
We Were the Lucky Ones,Georgia Hunter,4.38
Dear Edward,Ann Napolitano,4.10
My Secret: A PostSecret Book,Frank Warren,4.34
The Rise of Scourge,Erin Hunter,4.30
"The Light (Morpheus Road, #1)",D.J. MacHale,3.98
"Venom (Elemental Assassin, #3)",Jennifer Estep,4.16
Pădurea spânzuraţilor,Liviu Rebreanu,4.02
"Astonishing X-Men, Volume 1: Gifted",Joss Whedon,4.19
Victory,Joseph Conrad,3.85
An Enemy of the People,Henrik Ibsen,3.83
The Lion in Winter,James Goldman,4.22
"The Earth, My Butt, and Other Big Round Things (Virginia Shreves, #1)",Carolyn Mackler,3.78
"Claimed (Brides of the Kindred, #1)",Evangeline Anderson,3.77
Lips Touch: Three Times,Laini Taylor,3.89
The Wright Brothers,David McCullough,4.12
Going Gone,Abraham Lopez,4.10
Baby Teeth,Zoje Stage,3.63
Martian Time-Slip,Philip K. Dick,3.77
Broken April,Ismail Kadare,4.03
Alaska,James A. Michener,4.13
Light on Snow,Anita Shreve,3.60
The Diaries of Adam and Eve,Mark Twain,3.89
Beyond Band of Brothers: The War Memoirs of Major Dick Winters,Dick Winters,4.27
"Jhereg (Vlad Taltos, #1)",Steven Brust,4.13
"Waking Up Married (Waking Up, #1)",Mira Lyn Kelly,3.53
Miss Julie,August Strindberg,3.46
"Dead Simple (Roy Grace, #1)",Peter James,4.05
"Bad for You (Sea Breeze, #7)",Abbi Glines,4.28
Chasing Redbird,Sharon Creech,4.09
"Sweet Hope (Sweet Home, #3; Carillo Boys, #2)",Tillie Cole,4.51
Orange Is the New Black,Piper Kerman,3.71
"Auggie & Me: Three Wonder Stories (Wonder #1.5, 1.6, 1.7)",R.J. Palacio,4.32
"The Dwarves (The Dwarves, #1)",Markus Heitz,3.95
Under Rose-Tainted Skies,Louise Gornall,4.01
Need to Know,Karen   Cleveland,3.83
Running Wild,J.G. Ballard,3.57
Fault Lines,Nancy Huston,3.75
The Center of Everything,Laura Moriarty,3.67
The Children of Men,P.D. James,3.68
"Exile (Forgotten Realms: The Dark Elf Trilogy, #2; Legend of Drizzt, #2)",R.A. Salvatore,4.21
The Wild Girls,Pat Murphy,4.16
Billiards at Half-Past Nine,Heinrich Böll,3.92
The Society of the Spectacle,Guy Debord,4.03
Summa Theologica,Thomas Aquinas,4.13
"Eden (Providence, #3)",Jamie McGuire,4.15
The Winter's Tale,William Shakespeare,3.70
"If You Were Mine (San Francisco Sullivans, #5; The Sullivans, #5)",Bella Andre,4.25
"Taste of Darkness (Healer, #3)",Maria V. Snyder,4.08
"Promise of Blood (Powder Mage, #1)",Brian  McClellan,4.12
"The Son (Divergent, #0.3)",Veronica Roth,4.08
"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James Islington,4.14
The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke,4.38
Psycho Sitter,Alexandria Ayers,4.32
Black Ice,Stephen Tesher,4.38
The Perfect Wife,J.P. Delaney,3.72
Wizard of the Crow,Ngũgĩ wa Thiong'o,4.20
The 13 Clocks,James Thurber,4.01
"Will You Please Be Quiet, Please?",Raymond Carver,4.23
The Naked Face,Sidney Sheldon,3.56
The Den of Shadows Quartet,Amelia Atwater-Rhodes,4.23
Обитаемый остров,Arkady Strugatsky,4.26
The Liars' Club,Mary Karr,3.93
"By Midnight (Ravenwood Mysteries, #1)",Mia James,3.60
Helen of Troy,Margaret George,3.94
"Endless Summer (The Boys Next Door, #1-2)",Jennifer Echols,4.00
Existentialism is a Humanism,Jean-Paul Sartre,3.98
"Plantation (Lowcountry Tales, #2)",Dorothea Benton Frank,4.19
Toda Mafalda,Quino,4.77
"Henry IV, Part 2",William Shakespeare,3.77
"Second Chance Boyfriend (One Week Girlfriend, #2)",Monica  Murphy,4.05
La Regenta,Leopoldo Alas,4.00
Shine,Lauren Myracle,3.83
Peter: The Untold True Story,Christopher Daniel Mechling,3.77
My True Love Gave to Me: Twelve Holiday Stories,Stephanie Perkins,3.67
"Where One Goes (Where One Goes, #1)",B.N. Toler,4.42
"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)",Rachel Renée Russell,4.33
Archy and Mehitabel,Don Marquis,4.27
"Deeper (Tunnels, #2)",Roderick Gordon,3.94
"Mistwood (Mistwood, #1)",Leah Cypess,3.52
"D.Gray-man, Vol. 1 (D.Gray-man, #1)",Katsura Hoshino,4.20
"The Long Way Home (The Homelanders, #2)",Andrew Klavan,4.26
"Dauntless (The Lost Fleet, #1)",Jack Campbell,3.96
"Elric of Melniboné (The Elric Saga, #1)",Michael Moorcock,3.89
"Danzig Passage (Zion Covenant, #5)",Bodie Thoene,4.41
"The Maleficent Seven (Skulduggery Pleasant, #7.5)",Derek Landy,4.34
The War of Art: Winning the Inner Creative Battle,Steven Pressfield,3.99
"Chase the Darkness (Alpha Pack, #7)",J.D. Tyler,4.09
"Hide (Detective D.D. Warren, #2)",Lisa Gardner,4.18
Blackbird: A Childhood Lost and Found,Jennifer Lauck,4.00
"The Rules of Magic (Practical Magic, #0.2)",Alice Hoffman,3.99
Tortured for Christ,Richard Wurmbrand,4.32
Everything She Ever Wanted,Ann Rule,4.04
Hackers: Heroes of the Computer Revolution,Steven Levy,4.15
Skallagrigg,William Horwood,4.52
Frozen Fire,Tim Bowler,3.63
Julian,Gore Vidal,4.21
"The Apocalypse Suite (The Umbrella Academy, #1)",Gerard Way,3.85
"Twilight's Dawn (The Black Jewels, #9)",Anne Bishop,4.29
"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.23
"Elfin (The Elfin, #1)",Quinn Loftis,4.10
In Our Time,Ernest Hemingway,3.77
"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,4.33
The Bad Girl and the Good Boy,Karla Luna,4.14
The Boy Most Likely To,Huntley Fitzpatrick,3.78
Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,4.39
"The Boleyn Inheritance (The Plantagenet and Tudor Novels, #10)",Philippa Gregory,3.89
"Silver Is for Secrets (Blue is for Nightmares, #3)",Laurie Faria Stolarz,4.08
The True Story of Hansel and Gretel,Louise Murphy,4.02
It Can't Happen Here,Sinclair Lewis,3.77
Balzac and the Little Chinese Seamstress,Dai Sijie,3.64
Deadeye Dick,Kurt Vonnegut Jr.,3.82
Poison,Bridget Zinn,3.93
"Beautiful Beginning (Beautiful Bastard, #3.5)",Christina Lauren,4.18
Feed,M.T. Anderson,3.56
Northern Lights,Nora Roberts,4.02
The Queen of the South,Arturo Pérez-Reverte,3.94
"The Wicked Will Rise (Dorothy Must Die, #2)",Danielle  Paige,3.79
Тютюн,Dimitar Dimov,4.40
"The Iron Flower (The Black Witch Chronicles, #2)",Laurie Forest,4.37
The Lost Apothecary,Sarah Penner,3.78
I Am America,Stephen Colbert,3.88
La Bête humaine,Émile Zola,4.06
A Stranger in the Mirror,Sidney Sheldon,3.65
"The Prince (The Original Sinners, #3)",Tiffany Reisz,4.46
You Don't Have to Say You Love Me,Sarra Manning,3.96
"Until You (Westmoreland, #3)",Judith McNaught,4.12
Wildflower Hill,Kimberley Freeman,4.09
"Come Away with Me (With Me in Seattle, #1)",Kristen Proby,3.91
All Our Yesterdays,Cristin Terrill,4.02
Everything We Keep (Everything #1),Kerry Lonsdale,3.87
"White Rose, Black Forest",Eoin Dempsey,4.09
The Watchers: The Tomb,Carl Novakovich,4.35
Legion of the Damned,Sven Hassel,3.96
"Moominsummer Madness (The Moomins, #5)",Tove Jansson,4.30
"Warriors Boxed Set (Warriors, #1-3)",Erin Hunter,4.68
"Absolution (Heavenly, #3)",Jennifer Laurens,4.01
Fireproof,Eric Wilson,4.46
Sidney Sheldon's Mistress of the Game,Tilly Bagshawe,3.78
Saman,Ayu Utami,3.64
"Shattered Glass (Shattered Glass, #1)",Dani Alexander,4.07
"Metamorphosis (Book Boyfriend, #1)",Erin Noelle,4.15
Caligula,Albert Camus,4.09
"Warrior Rising (Goddess Summoning, #6)",P.C. Cast,4.14
Amor de Perdição,Camilo Castelo Branco,3.56
"The Treatment (The Program, #2)",Suzanne Young,4.01
"Let the Wind Rise (Sky Fall, #3)",Shannon Messenger,4.22
A Unique Kind of Love: A Different Perspective [Excerpt],Jasmine  Rose,4.47
The Door,Magda Szabó,4.08
"My Commander (Bewitched and Bewildered, #1)",Alanea Alder,4.09
"Now I Rise (The Conqueror's Saga, #2)",Kiersten White,4.19
"Aru Shah and the Tree of Wishes (Pandava Quartet, #3)",Roshani Chokshi,4.42
The Dutch House,Ann Patchett,4.11
"Betsy-Tacy (Betsy-Tacy, #1)",Maud Hart Lovelace,4.05
"Killer Spirit (The Squad, #2)",Jennifer Lynn Barnes,4.02
"Hood (King Raven, #1)",Stephen R. Lawhead,3.88
The Atonement Child,Francine Rivers,4.27
Pilgrim,Timothy Findley,3.80
Life,Keith Richards,3.87
"Bianca come il latte, rossa come il sangue",Alessandro D'Avenia,3.52
"A Witch in Winter (Winter Trilogy, #1)",Ruth Warburton,3.75
"The Darkest Hour (KGI, #1)",Maya Banks,4.14
Escape from Warsaw,Ian Serraillier,4.02
"Five Dialogues: Euthyphro, Apology, Crito, Meno, Phaedo",Plato,4.15
The Philosophy of Andy Warhol,Andy Warhol,3.79
Frida: A Biography of Frida Kahlo,Hayden Herrera,3.97
Streets of Laredo (Lonesome Dove #2),Larry McMurtry,3.99
"The Spook's Sacrifice (The Last Apprentice / Wardstone Chronicles, #6)",Joseph Delaney,4.20
"Brother Odd (Odd Thomas, #3)",Dean Koontz,3.99
The Summons,John Grisham,3.71
"Saving Grace (Mad World, #2)",Christine Zolendz,4.07
Next,Michael Crichton,3.53
The Crossover,Kwame Alexander,4.26
The Family,Mario Puzo,3.82
"The Traitor (Divergent, #0.4)",Veronica Roth,4.16
At the Edge of the Universe,Shaun David Hutchinson,4.16
Animant Crumbs Staubchronik,Lin Rina,4.36
"Moonraker (James Bond, #3)",Ian Fleming,3.79
The Palace of Dreams,Ismail Kadare,3.97
The Tommyknockers,Stephen King,3.57
To Dance with the White Dog,Terry Kay,4.22
The Longest Day,Cornelius Ryan,4.31
Illywhacker,Peter Carey,3.78
The Deep,Helen Dunmore,4.01
I Have No Mouth and I Must Scream,Harlan Ellison,3.94
"Vienna Prelude (Zion Covenant, #1)",Bodie Thoene,4.24
"Shadowfell (Shadowfell, #1)",Juliet Marillier,3.93
The Yacoubian Building,Alaa Al Aswany,3.69
Vampire Blood Trilogy,Darren Shan,4.19
"Infected (Infected, #1)",Scott Sigler,3.84
The Book of Tomorrow,Cecelia Ahern,3.67
Beelzebub's Tales to His Grandson,G.I. Gurdjieff,4.13
Iceland's Bell,Halldór Laxness,3.89
"The Ship Who Sang (Brainship, #1)",Anne McCaffrey,4.02
"Batman, Volume 3: Death of the Family",Scott Snyder,4.33
"Curtsies & Conspiracies (Finishing School, #2)",Gail Carriger,4.13
"Until Lilly (Until, #3)",Aurora Rose Reynolds,4.26
"Brutally Beautiful (Beautiful, #1)",Christine Zolendz,3.95
"In Search of the Castaways; or the Children of Captain Grant (Extraordinary Voyages, #5)",Jules Verne,4.09
"All-Star Superman, Vol. 1",Grant Morrison,4.08
"Evil Games (DI Kim Stone, #2)",Angela Marsons,4.33
"Fear You (Broken Love, #2)",B.B. Reid,4.12
Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,Daniel Tammet,3.82
"Monster Hunter International (Monster Hunter International, #1)",Larry Correia,4.06
"Half Lost (The Half Bad Trilogy, #3)",Sally Green,4.03
"Ruined (Ruined, #1)",Amy Tintera,3.85
"Alice (The Chronicles of Alice, #1)",Christina Henry,3.86
Three Hundred Million,Blake Butler,3.31
An Anthropologist on Mars: Seven Paradoxical Tales,Oliver Sacks,4.13
Kissing the Witch: Old Tales in New Skins,Emma Donoghue,3.89
Old Turtle,Douglas Wood,4.40
Evening Class,Maeve Binchy,4.00
Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.18
Star Maker,Olaf Stapledon,3.92
"Misbehaving (Sea Breeze, #6)",Abbi Glines,4.16
The Midwife's Apprentice,Karen Cushman,3.72
"Ramona the Pest (Ramona, #2)",Beverly Cleary,4.07
"After the Funeral (Hercule Poirot, #33)",Agatha Christie,3.90
Close Range: Wyoming Stories,Annie Proulx,3.99
The Sweetest Kill,Amber Lee,4.20
The Storyteller's Secret,Sejal Badani,4.35
"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,4.26
"Witch Child (Witch Child, #1)",Celia Rees,3.80
"I, Coriander",Sally Gardner,3.82
True History of the Kelly Gang,Peter Carey,3.83
Modoc: The True Story of the Greatest Elephant That Ever Lived,Ralph Helfer,4.20
"The Doll People (Doll People, #1)",Ann M. Martin,4.05
"Cyteen (Cyteen, #1-3)",C.J. Cherryh,4.00
"The Warden (Chronicles of Barsetshire, #1)",Anthony Trollope,3.74
"Hudson (Fixed, #4)",Laurelin Paige,4.25
Nooit meer slapen,Willem Frederik Hermans,3.87
Firmin: Adventures of a Metropolitan Lowlife,Sam Savage,3.49
Ghosts,Henrik Ibsen,3.80
The Wedding: One Night with the Prince: A Bonus Chapter,T.M. Mendes,4.10
The Paper Menagerie and Other Stories,Ken Liu,4.37
Jeremy and the Witches’ Medallion: The Witch Hunt,Randy  Gauthier,4.28
Little Birds,Anaïs Nin,3.73
We Are All Welcome Here,Elizabeth Berg,3.86
The Complete Stories of Truman Capote,Truman Capote,4.20
"The Bone Doll's Twin (The Tamír Triad, #1)",Lynn Flewelling,4.06
"Auralia's Colors (The Auralia Thread, #1)",Jeffrey Overstreet,3.66
Manchild in the Promised Land,Claude  Brown,4.23
Paris Spleen,Charles Baudelaire,4.28
Altar of Eden,James Rollins,4.03
"Hunting Lila (Lila, #1)",Sarah Alderson,3.94
"Alle sieben Wellen (Gut gegen Nordwind, #2)",Daniel Glattauer,3.79
The Iron Heel,Jack London,3.77
"We, the Drowned",Carsten Jensen,4.24
"Reawakened (Once Upon a Time, #1)",Odette Beane,3.86
Saving Grace,Julie Garwood,4.25
"The Submissive (Submissive, #1)",Tara Sue Me,3.95
"Thank You, Jeeves (Jeeves, #5)",P.G. Wodehouse,4.18
The Land of Painted Caves (Earth's Children #6),Jean M. Auel,3.37
The Sacred Band,Janet E. Morris,4.47
The Bone Garden,Tess Gerritsen,4.04
My Friend Leonard,James Frey,3.85
Gossamer,Lois Lowry,3.91
Summer of Fear,Lois Duncan,3.82
Legacy,Susan  Kay,4.14
Legs,William  Kennedy,3.80
La Gloire de mon père,Marcel Pagnol,4.01
"Infamous (Chronicles of Nick, #3)",Sherrilyn Kenyon,4.35
I'll Be There,Holly Goldberg Sloan,4.01
"Michael Strogoff (Extraordinary Voyages, #14)",Jules Verne,3.90
"Holy Blood, Holy Grail",Michael Baigent,3.50
Holidays on Ice,David Sedaris,3.89
The White Album,Joan Didion,4.13
The Mezzanine,Nicholson Baker,3.85
"The Memory of Earth (Homecoming, #1)",Orson Scott Card,3.58
Breath,Tim Winton,3.87
"Heaven (Halo, #3)",Alexandra Adornetto,3.88
Three Weeks To Say Goodbye,C.J. Box,3.89
The Mystery of the Yellow Room (Joseph Rouletabille #1),Gaston Leroux,3.69
You Know Me Well,Nina LaCour,3.73
"Faceless Killers (Kurt Wallander, #1)",Henning Mankell,3.77
"'night, Mother",Marsha Norman,3.87
"Morning and Evening, Based on the English Standard Version",Charles Haddon Spurgeon,4.45
"Silverthorn (The Riftwar Saga, #3)",Raymond E. Feist,4.09
"Even Now (Lost Love, #1)",Karen Kingsbury,4.24
Before You Know Kindness,Chris Bohjalian,3.48
"The Regeneration Trilogy (Regeneration, #1-3)",Pat Barker,4.38
I am Charlotte Simmons,Tom Wolfe,3.44
"The Druid of Shannara (Heritage of Shannara, #2)",Terry Brooks,4.03
Sea Change,Aimee Friedman,3.62
The Golden Bough,James George Frazer,4.03
"I Heart New York (I Heart, #1)",Lindsey Kelk,3.87
"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",Rusty Young,4.28
Korkma Ben Varım,Murat Menteş,4.11
The Adventures of Ook and Gluk: Kung Fu Cavemen from the Future,Dav Pilkey,4.23
"Until Trevor (Until, #2)",Aurora Rose Reynolds,4.17
"The Chief (Highland Guard, #1)",Monica McCarty,4.06
L'appel de l'ange,Guillaume Musso,4.01
"Echoes of Scotland Street (On Dublin Street, #5)",Samantha Young,4.26
"Meeting Mr. Mogul: A CEO Billionaire Contemporary Romance (Mogul, #1)",Mel Ryle,3.63
"Handcuffs, Kisses and Awkward Situations: Mystery Romance",Olivia Harvard,4.14
The Last Time I Saw You,Liv Constantine,3.52
"The Color Code: A New Way to See Yourself, Your Relationships, and Life",Taylor Hartman,3.91
Excellent Women,Barbara Pym,3.92
The Actor and the Housewife,Shannon Hale,3.14
"Immortal (Immortal, #1)",Gillian Shields,3.53
There's No Such Place As Far Away,Richard Bach,3.95
Whispers,Dean Koontz,3.93
Shades of Twilight,Linda Howard,4.11
A Christmas Carol and Other Christmas Writings,Charles Dickens,4.14
"This Same Earth (Elemental Mysteries, #2)",Elizabeth   Hunter,4.24
"Late Eclipses (October Daye, #4)",Seanan McGuire,4.27
"Raise the Titanic! (Dirk Pitt, #4)",Clive Cussler,3.99
"Evil Under the Sun (Hercule Poirot, #24)",Agatha Christie,3.98
"Gameboard of the Gods (Age of X, #1)",Richelle Mead,3.94
"Bound by Flames (Night Prince, #3)",Jeaniene Frost,4.19
"In the Middle of Somewhere (Middle of Somewhere, #1)",Roan Parrish,4.18
"Valor (The Faithful and the Fallen, #2)",John Gwynne,4.40
The Selection Series 1-5 Book Set (The Selection #1-5),Kiera Cass,4.47
The Speed of Dark,Elizabeth Moon,4.00
Lilly's Purple Plastic Purse,Kevin Henkes,4.18
"Queen of Babble (Queen of Babble, #1)",Meg Cabot,3.70
Blue Highways,William Least Heat-Moon,4.03
"Hostage to Pleasure (Psy-Changeling, #5)",Nalini Singh,4.18
Hiding in the Shadows (Bishop/Special Crimes Unit #2; Shadows #2),Kay Hooper,4.12
"Cast in Chaos (Chronicles of Elantra, #6)",Michelle Sagara,4.26
Cunt: A Declaration of Independence,Inga Muscio,3.89
"The Craving (The Vampire Diaries: Stefan's Diaries, #3)",L.J. Smith,3.98
"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan,4.37
The Pursuit of Holiness,Jerry Bridges,4.30
The Wall,John Hersey,4.28
"Hexed (The Witch Hunter, #1)",Michelle Krys,3.57
"Moominvalley in November (The Moomins, #9)",Tove Jansson,4.30
"The Face of Death (Smoky Barrett, #2)",Cody McFadyen,4.25
"Phantom Waltz (Kendrick/Coulter/Harrigan, #2)",Catherine Anderson,4.17
Pudd'nhead Wilson,Mark Twain,3.75
The Broom of the System,David Foster Wallace,3.84
"The Hook Up (Game On, #1)",Kristen Callihan,3.98
"The Power (The Secret Circle, #3)",L.J. Smith,3.97
Pieces of Her,Karin Slaughter,3.83
"The Lost Warrior (Warriors Manga: Graystripe's Trilogy, #1)",Erin Hunter,4.14
The Book Whisperer: Awakening the Inner Reader in Every Child,Donalyn Miller,4.51
"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",Heather Brewer,4.30
"Fear Nothing (Moonlight Bay, #1)",Dean Koontz,4.00
A Density of Souls,Christopher  Rice,3.91
Vampire War Trilogy,Darren Shan,4.32
"Juliet Immortal (Juliet Immortal, #1)",Stacey Jay,3.53
"Girl, Stolen (Girl, Stolen #1)",April Henry,4.04
The Faded Sun Trilogy (The Faded Sun #1-3),C.J. Cherryh,4.13
ハイキュー!! 1 [Haikyū!! 1],Haruichi Furudate,4.62
"Red Hill (Red Hill, #1)",Jamie McGuire,3.88
False Impression,Jeffrey Archer,3.85
